event_id,customer_id,event_date,event_type,feature_used,session_duration_sec,pages_viewed
4802,583,2022-02-24,api_call,team_mgmt,3560,12
4803,583,2023-03-09,export,team_mgmt,1240,11
4804,583,2022-10-28,page_view,team_mgmt,152,20
4805,583,2023-03-26,support_ticket,api,564,12
4806,584,2023-12-31,login,integrations,453,5
4807,584,2023-06-24,export,reports,1233,9
4808,584,2023-07-29,api_call,integrations,2221,30
4809,584,2023-07-02,support_ticket,billing,3449,9
4810,584,2023-06-21,feature_use,api,1958,23
4811,584,2023-10-09,login,billing,1048,14
4812,584,2023-09-28,feature_use,api,1495,12
4813,584,2024-03-08,feature_use,api,2050,3
4814,584,2024-04-06,feature_use,dashboard,1931,10
4815,584,2023-10-10,login,reports,1207,22
4816,585,2024-07-25,api_call,team_mgmt,2086,27
4817,585,2022-10-13,feature_use,,1175,11
4818,585,2022-10-17,upgrade_inquiry,reports,3108,6
4819,585,2024-05-24,upgrade_inquiry,reports,2575,14
4820,585,2023-06-21,export,dashboard,3519,9
4821,585,2024-03-16,login,dashboard,3027,19
4822,585,2023-10-25,upgrade_inquiry,integrations,3014,14
4823,585,2023-10-10,api_call,team_mgmt,176,3
4824,585,2023-07-28,feature_use,reports,1510,23
4825,586,2023-09-11,export,settings,1065,26
4826,586,2022-07-03,login,dashboard,1306,9
4827,586,2024-04-24,feature_use,reports,2752,6
4828,586,2022-09-29,feature_use,analytics,1230,19
4829,586,2022-11-28,feature_use,api,1816,6
4830,586,2023-03-22,api_call,settings,3193,22
4831,586,2024-02-29,api_call,billing,3582,2
4832,586,2023-01-04,upgrade_inquiry,integrations,1252,16
4833,586,2023-07-30,api_call,settings,2552,19
4834,586,2023-04-15,feature_use,integrations,624,28
4835,586,2023-04-13,feature_use,team_mgmt,1952,21
4836,587,2024-02-01,export,team_mgmt,263,13
4837,587,2023-09-27,upgrade_inquiry,settings,993,25
4838,587,2023-11-24,login,settings,1476,30
4839,587,2023-09-26,api_call,analytics,555,13
4840,587,2023-01-16,support_ticket,billing,942,17
4841,588,2023-01-11,support_ticket,reports,3012,29
4842,588,2023-01-19,upgrade_inquiry,dashboard,905,30
4843,588,2022-12-27,page_view,team_mgmt,2806,30
4844,589,2024-01-14,feature_use,reports,511,25
4845,589,2024-10-11,export,reports,918,29
4846,589,2023-08-23,export,,3364,7
4847,590,2025-01-15,login,team_mgmt,1723,5
4848,590,2024-12-10,login,team_mgmt,852,27
4849,591,2024-07-22,upgrade_inquiry,,2610,27
4850,591,2024-05-30,feature_use,reports,592,14
4851,591,2024-06-09,export,api,2679,17
4852,592,2022-12-24,export,,2252,22
4853,592,2024-01-07,upgrade_inquiry,team_mgmt,314,29
4854,592,2022-03-18,support_ticket,settings,2146,10
4855,592,2022-04-15,support_ticket,integrations,3578,30
4856,592,2024-06-14,upgrade_inquiry,dashboard,239,18
4857,592,2023-04-02,page_view,analytics,1359,17
4858,592,2024-01-09,login,billing,3479,7
4859,592,2023-12-06,feature_use,analytics,642,5
4860,592,2022-11-11,export,integrations,2522,7
4861,592,2023-04-07,support_ticket,analytics,2352,12
4862,592,2022-12-07,upgrade_inquiry,settings,1770,30
4863,592,2023-03-12,api_call,api,66,12
4864,592,2023-01-10,upgrade_inquiry,,2151,12
4865,592,2022-04-30,page_view,integrations,620,12
4866,592,2023-06-26,upgrade_inquiry,reports,1679,6
4867,592,2024-01-15,api_call,dashboard,3563,16
4868,592,2023-07-10,feature_use,analytics,2487,5
4869,592,2023-03-17,feature_use,integrations,534,2
4870,592,2023-11-15,upgrade_inquiry,analytics,1716,5
4871,592,2023-06-14,feature_use,billing,3237,2
4872,592,2023-07-20,login,reports,559,25
4873,592,2022-04-16,login,,1169,2
4874,593,2023-08-06,page_view,api,2787,10
4875,593,2024-02-10,support_ticket,integrations,264,16
4876,593,2024-02-11,support_ticket,,1933,17
4877,593,2024-07-18,api_call,team_mgmt,845,9
4878,593,2023-06-20,support_ticket,integrations,2217,13
4879,593,2024-01-24,api_call,analytics,1804,15
4880,593,2023-05-30,api_call,integrations,3588,16
4881,593,2024-04-10,export,integrations,1816,19
4882,593,2024-07-15,page_view,team_mgmt,3373,5
4883,593,2024-03-03,export,dashboard,836,14
4884,593,2024-01-05,login,settings,2808,13
4885,593,2024-06-06,support_ticket,dashboard,366,6
4886,594,2023-08-27,feature_use,integrations,2625,20
4887,594,2024-01-03,upgrade_inquiry,team_mgmt,154,30
4888,594,2024-10-06,feature_use,settings,204,14
4889,594,2023-09-02,page_view,api,2562,12
4890,594,2023-11-23,page_view,settings,1270,3
4891,594,2024-01-02,upgrade_inquiry,team_mgmt,3259,16
4892,594,2024-06-23,api_call,settings,1392,19
4893,594,2024-10-30,support_ticket,reports,2058,18
4894,595,2023-09-24,export,,2151,30
4895,595,2023-01-01,upgrade_inquiry,integrations,685,1
4896,596,2023-07-24,api_call,,3140,28
4897,596,2023-05-27,page_view,billing,3391,12
4898,596,2023-06-13,export,billing,3424,23
4899,596,2023-07-08,upgrade_inquiry,reports,2570,6
4900,596,2023-08-08,support_ticket,api,1319,1
4901,596,2023-05-18,export,integrations,213,18
4902,596,2023-10-05,api_call,team_mgmt,825,24
4903,596,2023-09-09,export,analytics,212,22
4904,596,2023-06-24,page_view,,1946,2
4905,596,2023-06-30,export,integrations,550,29
4906,596,2023-06-09,export,billing,3588,30
4907,596,2023-09-16,export,integrations,2582,13
4908,597,2024-03-28,feature_use,,3381,12
4909,597,2023-12-18,api_call,analytics,1911,9
4910,597,2023-02-13,api_call,analytics,97,10
4911,598,2023-12-08,feature_use,,2814,21
4912,598,2023-11-20,page_view,billing,31,14
4913,598,2023-11-15,api_call,settings,2930,15
4914,598,2023-11-17,upgrade_inquiry,,2122,1
4915,598,2023-12-07,api_call,billing,299,28
4916,598,2023-11-27,login,reports,3155,9
4917,598,2023-11-23,upgrade_inquiry,analytics,1840,7
4918,598,2023-11-13,page_view,settings,1606,26
4919,598,2023-12-07,api_call,integrations,2211,13
4920,598,2023-12-01,page_view,reports,254,29
4921,598,2023-12-12,upgrade_inquiry,reports,708,15
4922,598,2023-12-12,export,settings,2543,4
4923,599,2023-11-04,upgrade_inquiry,,2089,5
4924,599,2023-01-09,upgrade_inquiry,reports,1681,23
4925,599,2022-10-24,page_view,dashboard,1208,20
4926,599,2022-09-09,support_ticket,reports,2142,30
4927,600,2024-04-12,feature_use,,3452,29
4928,600,2024-04-12,login,analytics,2047,6
4929,600,2024-07-09,login,dashboard,966,15
4930,600,2024-03-18,export,settings,2633,16
4931,600,2024-02-27,api_call,settings,492,24
4932,600,2024-07-17,support_ticket,reports,806,2
4933,600,2024-06-16,support_ticket,billing,1508,5
4934,600,2024-07-14,login,dashboard,816,12
4935,600,2024-07-18,export,api,2626,1
4936,601,2023-06-01,upgrade_inquiry,api,3389,22
4937,601,2023-04-19,page_view,integrations,3271,24
4938,601,2022-11-14,feature_use,dashboard,2039,17
4939,602,2024-06-23,export,settings,609,24
4940,602,2024-05-20,export,analytics,418,5
4941,602,2024-06-09,api_call,team_mgmt,2503,29
4942,602,2024-07-26,api_call,reports,3464,23
4943,602,2024-04-22,feature_use,integrations,3206,27
4944,602,2024-04-10,api_call,analytics,123,27
4945,602,2024-04-30,login,,2925,20
4946,602,2024-04-27,api_call,billing,1654,8
4947,602,2024-03-31,login,settings,93,28
4948,602,2024-04-23,api_call,reports,1437,7
4949,602,2024-03-23,upgrade_inquiry,dashboard,3315,10
4950,602,2024-03-25,feature_use,team_mgmt,3458,14
4951,602,2024-03-29,page_view,team_mgmt,2240,4
4952,602,2024-04-23,export,,2419,8
4953,602,2024-05-12,feature_use,integrations,1134,30
4954,602,2024-06-14,support_ticket,api,2714,5
4955,602,2024-05-02,api_call,reports,3067,16
4956,602,2024-07-16,upgrade_inquiry,reports,1595,6
4957,602,2024-04-08,api_call,settings,660,16
4958,602,2024-06-25,support_ticket,analytics,1391,15
4959,602,2024-03-16,page_view,analytics,622,3
4960,602,2024-05-15,login,analytics,900,28
4961,602,2024-05-30,login,api,267,10
4962,602,2024-04-27,login,dashboard,1550,21
4963,602,2024-04-10,login,settings,3591,3
4964,602,2024-03-22,api_call,analytics,1164,11
4965,602,2024-06-05,upgrade_inquiry,api,31,1
4966,602,2024-05-15,export,reports,2841,5
4967,603,2024-03-20,login,settings,3340,14
4968,603,2024-02-27,feature_use,team_mgmt,15,20
4969,603,2023-11-26,feature_use,,2743,16
4970,603,2024-07-17,export,,3371,8
4971,603,2023-12-12,api_call,integrations,699,25
4972,603,2024-01-12,api_call,analytics,1811,15
4973,603,2023-09-22,upgrade_inquiry,,2332,27
4974,604,2023-09-30,api_call,reports,2037,2
4975,604,2023-06-03,feature_use,billing,2055,18
4976,604,2024-06-12,login,api,499,12
4977,604,2023-10-10,export,billing,556,9
4978,604,2024-01-13,upgrade_inquiry,integrations,3531,1
4979,604,2024-06-23,export,,1940,4
4980,604,2023-07-15,login,reports,1660,3
4981,604,2024-06-22,upgrade_inquiry,,114,10
4982,604,2024-04-30,export,reports,429,23
4983,604,2023-07-03,export,reports,2710,5
4984,604,2023-10-16,login,dashboard,2422,22
4985,604,2024-03-24,api_call,dashboard,1746,23
4986,604,2023-06-01,login,api,2976,19
4987,604,2024-05-04,page_view,team_mgmt,1100,14
4988,605,2023-03-23,feature_use,settings,2345,26
4989,605,2023-06-18,login,analytics,3277,8
4990,605,2024-03-14,upgrade_inquiry,integrations,2853,27
4991,605,2023-08-13,upgrade_inquiry,integrations,1505,12
4992,605,2023-10-23,support_ticket,dashboard,2224,11
4993,606,2024-05-05,page_view,reports,1314,11
4994,606,2024-03-24,support_ticket,,2361,23
4995,606,2024-03-07,support_ticket,integrations,629,5
4996,606,2024-01-09,export,analytics,2410,13
4997,606,2023-12-25,login,,2603,4
4998,606,2024-02-10,upgrade_inquiry,analytics,12,19
4999,606,2024-07-08,feature_use,api,1594,7
5000,607,2022-12-10,page_view,api,84,27
5001,607,2023-04-25,upgrade_inquiry,api,1035,1
5002,607,2022-11-01,export,billing,600,3
5003,608,2022-03-13,api_call,,3363,20
5004,608,2023-04-03,feature_use,integrations,2849,21
5005,608,2022-07-09,support_ticket,team_mgmt,408,11
5006,608,2023-11-09,feature_use,billing,2286,28
5007,608,2023-08-25,upgrade_inquiry,analytics,3147,16
5008,608,2024-06-21,export,integrations,2522,2
5009,608,2022-07-16,login,analytics,2335,15
5010,608,2024-03-09,feature_use,,423,18
5011,609,2024-04-01,feature_use,settings,942,3
5012,609,2024-04-30,login,,1457,21
5013,609,2024-03-29,api_call,integrations,1136,13
5014,609,2024-05-12,export,,2907,14
5015,609,2024-06-04,page_view,billing,2809,18
5016,610,2024-11-23,api_call,settings,627,29
5017,610,2024-08-15,api_call,team_mgmt,167,20
5018,610,2024-12-13,support_ticket,team_mgmt,1869,29
5019,610,2024-08-27,login,dashboard,2955,11
5020,610,2024-10-05,page_view,,3323,17
5021,610,2024-07-04,upgrade_inquiry,analytics,1124,8
5022,611,2023-03-08,upgrade_inquiry,team_mgmt,2008,14
5023,611,2024-02-29,api_call,reports,675,28
5024,611,2024-07-01,support_ticket,settings,2993,3
5025,611,2023-02-03,support_ticket,integrations,2592,1
5026,611,2023-03-14,feature_use,team_mgmt,2974,2
5027,611,2024-02-22,feature_use,analytics,1643,6
5028,612,2023-12-20,support_ticket,settings,1865,30
5029,612,2023-10-23,export,analytics,1932,9
5030,612,2024-04-20,login,team_mgmt,270,14
5031,612,2023-12-30,feature_use,api,1465,5
5032,612,2024-05-26,api_call,billing,2766,26
5033,612,2024-04-20,support_ticket,team_mgmt,1392,30
5034,612,2024-05-31,page_view,,507,4
5035,612,2024-01-08,export,dashboard,153,28
5036,612,2024-04-17,page_view,billing,2816,11
5037,613,2024-02-05,login,team_mgmt,3274,24
5038,613,2024-02-12,feature_use,integrations,2179,15
5039,613,2024-01-12,api_call,team_mgmt,3519,1
5040,613,2024-04-02,api_call,billing,2487,23
5041,613,2024-01-26,feature_use,billing,2541,21
5042,613,2024-06-28,feature_use,settings,689,7
5043,614,2023-05-29,feature_use,api,2236,19
5044,614,2023-01-29,login,team_mgmt,261,2
5045,614,2024-02-27,feature_use,team_mgmt,2155,3
5046,614,2023-05-22,upgrade_inquiry,analytics,2143,26
5047,614,2023-09-22,upgrade_inquiry,integrations,2397,22
5048,614,2024-01-03,export,settings,787,9
5049,614,2023-12-24,export,team_mgmt,2852,23
5050,615,2024-07-02,feature_use,,1081,25
5051,615,2023-12-23,export,billing,2268,29
5052,615,2024-04-21,page_view,dashboard,1035,28
5053,615,2024-05-13,api_call,reports,2329,7
5054,615,2024-07-02,login,,2674,15
5055,615,2024-02-02,feature_use,integrations,3035,7
5056,615,2024-02-29,login,billing,217,20
5057,615,2024-03-23,feature_use,integrations,3450,8
5058,615,2024-02-24,support_ticket,dashboard,2770,12
5059,616,2024-05-11,feature_use,team_mgmt,2788,17
5060,616,2024-06-17,feature_use,integrations,1342,24
5061,616,2024-06-22,login,billing,3415,29
5062,616,2024-06-25,feature_use,,2471,23
5063,616,2024-05-29,upgrade_inquiry,,282,10
5064,617,2022-06-14,support_ticket,reports,1438,11
5065,617,2022-06-08,page_view,settings,1657,10
5066,617,2022-05-30,export,api,1899,7
5067,617,2022-05-27,login,analytics,986,13
5068,617,2022-06-04,page_view,dashboard,1143,26
5069,618,2024-06-16,feature_use,,2569,2
5070,618,2022-11-17,api_call,,2501,4
5071,618,2023-10-24,feature_use,settings,2583,9
5072,618,2023-05-12,page_view,integrations,806,21
5073,618,2023-12-19,page_view,team_mgmt,3167,20
5074,618,2023-09-22,feature_use,,82,30
5075,618,2022-10-31,export,team_mgmt,3217,2
5076,618,2022-06-09,feature_use,dashboard,820,15
5077,618,2023-04-29,export,dashboard,1112,19
5078,618,2022-06-04,upgrade_inquiry,reports,3025,16
5079,619,2022-02-22,page_view,team_mgmt,891,4
5080,619,2022-01-13,upgrade_inquiry,dashboard,3001,6
5081,619,2022-03-14,api_call,reports,939,14
5082,619,2022-02-01,export,api,1305,12
5083,619,2022-03-14,upgrade_inquiry,settings,299,19
5084,620,2023-02-26,login,reports,907,27
5085,620,2024-03-14,upgrade_inquiry,analytics,2529,21
5086,620,2022-12-20,upgrade_inquiry,analytics,1780,28
5087,620,2022-11-11,page_view,dashboard,2527,26
5088,620,2023-08-23,login,billing,2036,6
5089,620,2023-06-27,login,analytics,2288,11
5090,621,2024-08-03,api_call,analytics,2325,17
5091,621,2024-03-18,api_call,dashboard,1435,7
5092,621,2024-11-14,login,billing,914,10
5093,621,2025-05-25,export,settings,2339,6
5094,621,2024-08-07,login,,275,25
5095,622,2024-03-15,page_view,billing,297,28
5096,622,2024-02-11,upgrade_inquiry,dashboard,3437,16
5097,622,2024-06-03,feature_use,analytics,1867,27
5098,622,2024-03-01,export,billing,3468,8
5099,622,2024-06-20,feature_use,analytics,544,11
5100,622,2024-06-19,upgrade_inquiry,reports,1810,28
5101,622,2024-05-04,export,dashboard,2681,23
5102,622,2024-01-31,page_view,reports,1304,6
5103,622,2024-07-26,feature_use,team_mgmt,966,16
5104,622,2024-07-21,export,api,2997,5
5105,622,2024-03-30,feature_use,,1734,4
5106,622,2024-04-13,login,analytics,2307,3
5107,622,2024-02-03,export,,3422,7
5108,622,2024-03-11,upgrade_inquiry,reports,3226,16
5109,622,2024-04-23,login,dashboard,3192,12
5110,622,2024-01-24,support_ticket,billing,55,7
5111,623,2024-03-09,feature_use,reports,3080,4
5112,623,2024-04-04,export,integrations,2674,25
5113,623,2024-03-30,support_ticket,team_mgmt,2537,26
5114,623,2024-03-15,login,settings,1077,10
5115,623,2024-02-20,login,billing,1879,19
5116,623,2024-03-26,page_view,,1245,8
5117,623,2024-02-24,support_ticket,api,671,16
5118,623,2024-04-04,upgrade_inquiry,reports,456,1
5119,623,2024-04-02,page_view,settings,1786,12
5120,623,2024-03-11,login,analytics,1518,25
5121,624,2023-02-05,login,analytics,2205,24
5122,624,2024-03-19,export,billing,2674,6
5123,624,2023-08-11,feature_use,dashboard,1247,5
5124,625,2023-04-24,page_view,dashboard,1076,6
5125,625,2023-12-29,support_ticket,,1300,2
5126,625,2022-09-28,feature_use,analytics,1981,5
5127,625,2023-05-11,support_ticket,dashboard,2301,20
5128,625,2023-03-12,feature_use,dashboard,3470,1
5129,625,2024-01-04,support_ticket,,2789,27
5130,625,2023-10-09,support_ticket,api,270,29
5131,625,2024-02-16,feature_use,api,1574,20
5132,625,2023-05-13,support_ticket,analytics,1260,8
5133,625,2022-10-22,login,api,2415,4
5134,626,2024-05-09,support_ticket,,881,21
5135,626,2024-02-23,page_view,reports,2642,23
5136,627,2022-08-05,upgrade_inquiry,api,1877,19
5137,627,2024-03-04,page_view,integrations,1032,18
5138,627,2023-02-26,feature_use,settings,2133,1
5139,627,2023-12-09,support_ticket,api,1651,17
5140,627,2024-04-22,login,reports,1837,12
5141,627,2022-09-23,login,team_mgmt,1962,12
5142,627,2023-05-03,page_view,billing,137,8
5143,627,2024-05-13,login,analytics,2596,26
5144,627,2024-07-02,export,,506,12
5145,627,2023-11-03,feature_use,analytics,1759,10
5146,627,2022-08-06,api_call,analytics,2299,1
5147,628,2023-12-16,upgrade_inquiry,dashboard,3541,17
5148,628,2024-07-29,login,team_mgmt,2992,2
5149,628,2024-02-04,page_view,analytics,1392,20
5150,628,2024-02-17,support_ticket,settings,159,18
5151,628,2024-06-02,upgrade_inquiry,,1378,29
5152,628,2023-09-05,feature_use,team_mgmt,670,3
5153,628,2024-06-19,feature_use,dashboard,1262,28
5154,628,2023-10-17,upgrade_inquiry,dashboard,2134,21
5155,629,2023-05-30,page_view,dashboard,2926,23
5156,629,2023-04-29,page_view,api,233,26
5157,629,2023-05-31,upgrade_inquiry,team_mgmt,955,28
5158,630,2022-07-18,login,billing,3136,13
5159,630,2022-09-21,export,settings,820,20
5160,630,2024-07-18,api_call,team_mgmt,1728,28
5161,630,2023-06-27,feature_use,billing,530,27
5162,630,2022-10-04,upgrade_inquiry,reports,1409,25
5163,630,2022-11-12,page_view,settings,863,23
5164,630,2022-07-22,export,billing,1337,26
5165,631,2024-06-26,export,,943,12
5166,631,2023-06-04,page_view,billing,2850,30
5167,631,2023-09-26,login,integrations,3250,19
5168,631,2024-07-10,login,team_mgmt,2626,27
5169,631,2023-10-07,export,settings,1022,5
5170,631,2024-03-07,page_view,api,2831,25
5171,631,2023-05-21,feature_use,api,765,4
5172,631,2024-06-18,feature_use,integrations,2783,24
5173,632,2024-03-28,upgrade_inquiry,,2191,20
5174,632,2024-06-22,export,dashboard,2782,6
5175,632,2024-06-12,login,dashboard,2606,12
5176,632,2024-03-28,login,analytics,3472,25
5177,632,2024-03-22,login,,1181,4
5178,632,2024-02-28,export,analytics,3122,19
5179,632,2024-06-27,page_view,team_mgmt,1386,7
5180,632,2024-03-28,feature_use,,1614,7
5181,632,2024-06-24,page_view,integrations,1656,24
5182,632,2024-05-07,feature_use,reports,1816,18
5183,632,2024-05-17,api_call,team_mgmt,662,28
5184,632,2024-04-05,upgrade_inquiry,dashboard,3336,24
5185,633,2023-12-22,page_view,settings,3416,6
5186,633,2024-11-18,feature_use,,222,25
5187,633,2025-03-08,api_call,,1790,20
5188,633,2025-02-01,login,reports,2145,2
5189,633,2024-08-26,upgrade_inquiry,reports,1948,10
5190,633,2024-04-18,support_ticket,api,2929,15
5191,634,2023-08-21,support_ticket,reports,143,6
5192,634,2023-11-19,feature_use,analytics,3171,6
5193,634,2024-05-22,page_view,settings,327,3
5194,635,2024-06-23,api_call,dashboard,1004,18
5195,635,2024-07-25,feature_use,reports,2750,8
5196,635,2024-06-12,api_call,settings,2388,1
5197,635,2024-04-26,page_view,billing,1850,3
5198,635,2024-06-11,upgrade_inquiry,,2451,16
5199,635,2024-04-01,upgrade_inquiry,integrations,300,20
5200,635,2024-03-02,login,dashboard,346,18
5201,635,2024-05-23,support_ticket,settings,51,12
5202,635,2024-06-27,export,settings,1178,17
5203,635,2024-06-27,export,dashboard,908,29
5204,635,2024-07-15,login,team_mgmt,404,16
5205,635,2024-05-02,page_view,settings,2466,29
5206,636,2023-11-08,upgrade_inquiry,billing,835,8
5207,637,2024-01-25,login,billing,3116,15
5208,637,2024-03-17,feature_use,dashboard,2884,28
5209,637,2024-04-02,feature_use,analytics,1669,27
5210,637,2024-07-26,upgrade_inquiry,integrations,505,29
5211,638,2023-06-19,upgrade_inquiry,analytics,586,12
5212,638,2023-10-21,upgrade_inquiry,billing,1602,7
5213,638,2023-12-03,api_call,,2020,10
5214,638,2023-09-14,feature_use,settings,839,24
5215,638,2024-01-01,upgrade_inquiry,dashboard,2421,27
5216,638,2023-09-29,export,settings,588,13
5217,638,2023-08-15,page_view,integrations,3595,30
5218,638,2024-01-16,support_ticket,settings,2302,7
5219,639,2023-04-27,support_ticket,billing,2690,28
5220,640,2024-04-03,upgrade_inquiry,integrations,2613,15
5221,640,2024-07-20,export,api,2262,13
5222,640,2024-07-22,support_ticket,analytics,1660,24
5223,640,2024-08-01,login,team_mgmt,802,10
5224,640,2024-06-11,api_call,team_mgmt,3412,4
5225,640,2024-03-22,page_view,reports,1881,17
5226,640,2024-03-22,page_view,billing,1330,28
5227,640,2024-03-26,feature_use,analytics,1247,16
5228,640,2024-04-20,feature_use,integrations,319,9
5229,640,2024-06-30,api_call,settings,3240,5
5230,640,2024-03-28,feature_use,dashboard,1831,13
5231,640,2024-06-16,page_view,analytics,1621,25
5232,641,2024-01-31,support_ticket,integrations,3142,10
5233,641,2024-02-08,page_view,team_mgmt,3423,24
5234,641,2024-02-22,api_call,api,954,13
5235,641,2024-03-17,page_view,analytics,2762,8
5236,641,2024-03-02,upgrade_inquiry,analytics,495,6
5237,641,2024-01-05,export,settings,1452,20
5238,641,2024-03-08,page_view,analytics,1978,28
5239,641,2024-03-27,export,settings,238,9
5240,642,2024-09-20,support_ticket,reports,3074,20
5241,642,2024-08-08,login,billing,2709,12
5242,642,2025-06-16,support_ticket,api,2529,28
5243,642,2024-08-25,page_view,,514,21
5244,642,2024-10-14,page_view,api,1063,22
5245,643,2024-04-23,page_view,integrations,820,18
5246,643,2024-02-20,upgrade_inquiry,billing,3231,24
5247,643,2024-01-04,feature_use,team_mgmt,2300,13
5248,643,2024-06-08,feature_use,analytics,831,28
5249,643,2024-06-12,export,reports,1087,30
5250,644,2023-06-27,api_call,team_mgmt,2150,28
5251,644,2023-08-28,login,settings,3355,3
5252,644,2023-06-19,login,reports,308,25
5253,644,2024-01-12,login,analytics,2027,16
5254,644,2023-07-16,export,analytics,2235,11
5255,644,2023-06-18,api_call,integrations,1867,30
5256,644,2024-04-17,api_call,settings,1906,14
5257,644,2023-05-22,login,billing,1406,18
5258,644,2024-03-30,support_ticket,team_mgmt,3151,7
5259,644,2023-12-05,export,settings,44,1
5260,644,2023-12-11,login,reports,3397,2
5261,644,2023-09-19,export,api,378,6
5262,644,2023-08-03,login,team_mgmt,1738,24
5263,644,2023-10-18,page_view,,1554,23
5264,644,2024-04-27,login,,1597,25
5265,645,2024-07-31,upgrade_inquiry,integrations,1871,8
5266,645,2024-07-21,login,dashboard,3302,15
5267,645,2024-12-26,api_call,settings,1798,13
5268,645,2024-06-05,feature_use,reports,168,16
5269,645,2024-09-20,page_view,integrations,2647,12
5270,645,2024-08-01,feature_use,analytics,1085,3
5271,645,2024-08-07,support_ticket,reports,679,16
5272,646,2023-10-27,export,api,238,20
5273,646,2024-03-30,export,integrations,1361,6
5274,646,2023-07-24,login,api,8,20
5275,646,2024-01-10,page_view,billing,1400,10
5276,646,2023-08-29,page_view,dashboard,47,10
5277,646,2023-11-14,support_ticket,,1887,2
5278,646,2022-10-25,feature_use,,84,18
5279,646,2023-10-28,login,integrations,1128,4
5280,646,2022-11-16,page_view,integrations,2212,14
5281,646,2022-09-29,login,reports,41,17
5282,646,2023-02-05,login,reports,1526,7
5283,646,2023-07-02,export,api,3548,26
5284,646,2023-10-18,upgrade_inquiry,dashboard,190,26
5285,647,2023-07-06,page_view,integrations,3225,18
5286,647,2024-02-06,api_call,settings,355,20
5287,647,2024-02-09,page_view,api,3564,18
5288,647,2023-03-15,export,reports,3322,20
5289,647,2023-02-17,support_ticket,team_mgmt,1158,13
5290,647,2023-08-20,login,billing,2034,19
5291,647,2022-12-31,feature_use,api,2719,24
5292,647,2022-11-08,export,,815,19
5293,647,2023-03-21,page_view,analytics,2889,18
5294,648,2023-02-25,page_view,api,2869,9
5295,648,2022-07-20,upgrade_inquiry,billing,343,15
5296,648,2024-05-18,upgrade_inquiry,analytics,966,4
5297,648,2023-10-04,api_call,api,1901,17
5298,648,2023-04-20,upgrade_inquiry,,2648,12
5299,648,2023-05-23,upgrade_inquiry,team_mgmt,2964,28
5300,648,2023-10-30,page_view,team_mgmt,2879,7
5301,648,2023-07-16,api_call,billing,1573,18
5302,648,2023-09-11,export,dashboard,2997,17
5303,648,2023-02-20,api_call,analytics,1792,12
5304,648,2022-08-20,login,analytics,3503,29
5305,648,2022-11-05,api_call,settings,2158,16
5306,649,2024-05-15,login,dashboard,1355,30
5307,649,2024-05-26,api_call,reports,2076,10
5308,649,2024-05-29,api_call,analytics,1251,4
5309,649,2024-05-12,feature_use,api,3327,29
5310,649,2024-05-18,support_ticket,,985,11
5311,649,2024-07-25,export,billing,2609,16
5312,649,2024-07-21,upgrade_inquiry,dashboard,2854,18
5313,649,2024-06-09,support_ticket,api,1546,28
5314,649,2024-06-03,api_call,team_mgmt,1005,30
5315,650,2022-10-01,page_view,team_mgmt,152,13
5316,650,2023-02-10,support_ticket,dashboard,2539,3
5317,650,2024-08-01,page_view,api,3574,13
5318,650,2022-12-24,login,,2907,2
5319,650,2024-05-30,export,billing,1795,23
5320,651,2023-07-13,feature_use,integrations,1771,16
5321,652,2023-01-12,api_call,dashboard,340,25
5322,652,2023-11-23,api_call,team_mgmt,881,4
5323,652,2022-07-06,login,api,97,28
5324,652,2024-05-14,feature_use,team_mgmt,697,6
5325,652,2022-08-20,page_view,integrations,280,16
5326,652,2023-02-22,api_call,reports,2537,20
5327,652,2022-12-10,upgrade_inquiry,api,2709,15
5328,652,2022-12-30,feature_use,settings,3372,1
5329,652,2024-01-06,api_call,billing,2212,13
5330,652,2023-01-01,support_ticket,settings,1793,19
5331,652,2022-11-01,feature_use,api,1575,25
5332,652,2024-07-20,export,analytics,574,9
5333,652,2022-09-28,upgrade_inquiry,analytics,1546,27
5334,652,2022-12-10,upgrade_inquiry,dashboard,3562,28
5335,652,2023-07-29,support_ticket,api,2716,13
5336,653,2024-07-10,upgrade_inquiry,reports,719,5
5337,653,2024-06-27,login,dashboard,763,27
5338,653,2024-05-19,api_call,team_mgmt,230,21
5339,653,2024-07-29,export,analytics,92,20
5340,653,2024-07-29,api_call,integrations,297,10
5341,653,2024-04-29,page_view,integrations,2832,28
5342,653,2024-05-22,page_view,reports,660,8
5343,653,2024-07-05,feature_use,integrations,2247,3
5344,653,2024-06-30,upgrade_inquiry,settings,1411,21
5345,653,2024-05-26,api_call,team_mgmt,1443,27
5346,653,2024-05-01,api_call,billing,651,8
5347,654,2022-12-01,login,analytics,1876,23
5348,654,2022-09-22,feature_use,api,549,28
5349,654,2023-02-24,export,integrations,1850,27
5350,654,2023-04-28,api_call,dashboard,2378,1
5351,654,2023-04-17,feature_use,reports,987,10
5352,654,2023-04-28,page_view,settings,1199,30
5353,654,2022-10-31,upgrade_inquiry,dashboard,2882,3
5354,654,2022-11-26,api_call,integrations,912,19
5355,654,2023-04-19,support_ticket,,924,27
5356,654,2023-05-10,feature_use,api,3335,22
5357,654,2022-12-20,support_ticket,dashboard,3378,20
5358,654,2022-09-06,login,api,2166,3
5359,654,2023-01-10,support_ticket,,2513,8
5360,654,2023-02-12,page_view,settings,1371,20
